Name,Constituency,Party,Cases,Education,Assets,Liabilities
Ansari S,POLLACHI,IND,0,Graduate,"1,23,000",0
Anshu Chaitanya Maharaj,BIJNOR,Hindusthan Nirman Dal,0,12th Pass,"81,47,499",0
Anto Antony,PATHANAMTHITTA,INC,1,Graduate,"60,75,876","77,23,227"
Anto Hillery M,THOOTHUKKUDI,IND,0,Graduate,"78,22,000","23,60,118"
Antony.M,SRIPERUMBUDUR,BSP,0,Post Graduate,"28,65,000",0
Anu Pant,TEHRI GARHWAL,Uttarakhand Kranti Dal (Democratic),1,Graduate Professional,"39,35,900","3,50,000"
Anugu Thirumal,NIZAMABAD,IND,0,10th Pass,"40,85,000","2,75,000"
Anuj Kumar,ETAH,Subhashwadi Bhartiya Samajwadi Party (Subhas,0,Post Graduate,"94,000",0
Anumula Revanth Reddy,MALKAJGIRI,INC,42,Graduate,"24,53,57,182","2,78,07,304"
Anumula Vamsi Krishna,ARAKU,IND,0,Post Graduate,"50,000","1,00,000"
Anup Pratim Borbaruah,LAKHIMPUR,NCP,0,Post Graduate,"5,47,573",0
Anupam Singha,KARIMGANJ,IND,0,12th Pass,"1,90,360",0
Anurag Singh,DURG,Bhartiya Kisan Party,0,Others,"3,490",0
Anusha Keshavabhatla,CHEVELLA,IND,0,Graduate Professional,"92,75,000","46,00,000"
Anvar P.V. Raseena Manzil,PONNANI,IND,0,10th Pass,"10,27,930",0
Anwar Khan Mirza Khan,BEED,IND,5,Graduate,"60,000",0
Anwar P.V. Alumkuzhi,PONNANI,IND,0,Graduate,"1,59,195",0
Aparajita Sarangi,BHUBANESWAR,BJP,0,Graduate,"3,16,77,600","43,29,959"
Aparna R,KANNUR,SUCI(C),0,Graduate Professional,"7,77,958",0
Appala Naidu Tummagonta,ANAKAPALLE,IND,0,10th Pass,0,0
Appalakonda Vangalapudi,KAKINADA,Mundadugu Praja Party,0,Post Graduate,"5,14,707","5,08,707"
Appasaheb Navnath Palve,AHMEDNAGAR,IND,0,Graduate Professional,"1,30,000","1,15,000"
Appasaheb Shripati Kurane,CHIKKODI,Bharipa Bahujan Mahasangh,0,12th Pass,"11,84,890",0
Apurba Saikia,DIBRUGARH,IND,0,Graduate,"6,13,735",0
Arasan K,VILUPPURAM,IND,0,Illiterate,"3,30,000",0
"Arasur Manoharan (A) Manoharan, S.",DINDIGUL,BSP,0,12th Pass,"1,25,500",0
Araveti Hazarath Rao,GUNTUR,Pyramid Party of India,0,Graduate Professional,"1,49,24,686","1,80,700"
Arbin Kumar Boruah,JORHAT,IND,0,10th Pass,"58,57,886",0
Archana Chandrakumar Ukey,RAMTEK,Rashtriya Jansambhavna Party,0,12th Pass,"52,000",0
Arfan Ali,BARPETA,IND,0,12th Pass,"47,71,389",0
Arimalam Thiagi.Subramanian Muthuraja,SIVAGANGA,Agila India Makkal Kazhagam,0,10th Pass,"4,00,000",0
Arivazhagan.P,DHARMAPURI,IND,0,12th Pass,"1,13,15,861","6,00,000"
Arjun (Dada) Salgar,OSMANABAD,Vanchit Bahujan Aaghadi,3,8th Pass,"45,000","11,00,000"
Arjun Keshari,MALDAHA UTTAR,SHS,1,8th Pass,"20,85,000",0
Arjun Singh,PURNIA,IND,1,Graduate Professional,"17,28,768","1,40,000"
Armoor Sagar,NIZAMABAD,IND,0,10th Pass,"9,12,000","75,000"
Aroon Barooa,BARPETA,Purvanchal Janta Party (Secular),0,Post Graduate,"7,03,000",0
Arpita Ghosh,BALURGHAT,AITC,0,Graduate,"28,24,728",0
Arshad Warsi,RAMPUR,Minorities Democratic Party,3,Literate,"17,35,000",0
Arsham Ashok,PEDDAPALLE,IND,0,10th Pass,0,0
Arti Agrawal,MEERUT,SHS,0,Graduate,"2,69,53,422","9,22,000"
Arti Sharma,FATEHPUR SIKRI,IND,0,12th Pass,"8,03,000",0
Arul R,TIRUVANNAMALAI,Makkal Needhi Maiam,0,Others,"21,28,322","5,05,039"
Arulmozhithevan,VIRUDHUNAGAR,Naam Tamilar Katchi,0,Graduate Professional,"1,58,35,879",0
Arumugam S,THENI,BSP,1,Post Graduate,"5,40,100",0
Arumugam V,NAMAKKAL,IND,0,10th Pass,"3,09,000",0
"Arumukam, P.",NILGIRIS,IND,3,Illiterate,"44,000",0
Arun Chintaman Chavhan,JALNA,IND,0,Graduate,"58,100",0
Arun Kankar Wankhede,AKOLA,Peoples Party of India (Democratic),0,10th Pass,"73,35,000","1,25,000"
Arun Kumar Bhaumik,TRIPURA WEST,SUCI(C),0,Graduate,"54,56,399",0
Arun Kumar Joshi,DURG,IND,0,Others,"1,13,812",0
Arun Kumar Mypathi,MAHABUBABAD,Telangana Jana Samithi,1,Post Graduate,0,0
Arun Kumar Sahu,BILASPUR,IND,0,8th Pass,"61,250",0
Arun Manohar Thakare,AKOLA,IND,0,10th Pass,0,0
Arun Motiramji Wankhade,AMRAVATI,BSP,3,12th Pass,"33,80,97,138","66,00,000"
Arun Prasad A,BANGALORE CENTRAL,Viduthalai Chiruthaigal Katchi,0,12th Pass,"46,500",0
Arun Ramrao Sontakke,LATUR,Bahujan Republican Socialist Party,0,12th Pass,"3,60,000",0
Arun Sao,BILASPUR,BJP,0,Graduate Professional,"1,35,44,588","50,000"
Aruna Mohan Mali,KOLHAPUR,Vanchit Bahujan Aaghadi,1,Doctorate,"9,64,227",0
Arunachalam A,ERODE,IND,0,Doctorate,"5,05,46,411",0
Arunachalam Y,CHITRADURGA,Pyramid Party of India,0,Post Graduate,"15,99,000",0
Arunachalam. A,TIRUCHIRAPPALLI,IND,0,Graduate,"1,09,52,500",0
Arunkumar. A,DINDIGUL,IND,0,Post Graduate,"4,02,007","81,500"
Arup Kalita,LAKHIMPUR,CPI,0,Graduate Professional,"25,19,069",0
Arup Mohan Patnaik,BHUBANESWAR,BJD,0,Graduate Professional,"9,27,00,106","2,70,000"
Arvind Kisanrao Kamble,AURANGABAD,Bahujan Republican Socialist Party,0,Graduate,"75,000",0
Arvind Nanaji Raut,CHANDRAPUR,IND,1,10th Pass,"63,67,803","15,01,577"
Arvind Premanand,MANDYA,IND,0,Graduate Professional,"81,04,000",0
Arvind Shamrao Lillore,WARDHA,IND,0,Others,"2,47,887",0
Arvindbhai Bhanabhai Rathod,BARDOLI,IND,0,5th Pass,"1,57,500",0
Aryanraje Kisanrao Shinde,OSMANABAD,IND,0,Graduate Professional,"30,000",0
Asad Alam,KISHANGANJ,IND,0,Literate,"5,64,000",0
Asadi Venkatadri,RAJAMPET,Rashtriya Krantikari Samajwadi Party,0,12th Pass,"8,50,000","80,000"
Asadkhan Mohammedkhan,HINGOLI,Bahujan Republican Socialist Party,0,Literate,"1,02,000",0
Asaduddin Owaisi,HYDERABAD,All India Majlis-E-Ittehadul Muslimeen,5,Graduate Professional,"17,90,44,376","12,05,00,000"
Asaimani. S,MAYILADUTHURAI,AIADMK,0,Post Graduate,"1,71,59,486","3,54,102"
Asaithambi. P,TIRUCHIRAPPALLI,CPI(ML)(L),2,Graduate Professional,"61,000",0
Asan Ali. A,RAMANATHAPURAM,IND,0,12th Pass,"3,07,501",0
Asha Devi Poya,SURGUJA,Gondvana Gantantra Party,0,Graduate Professional,"27,68,500","10,00,000"
Ashahak Ali Dewan,BARPETA,AITC,0,Graduate,"13,60,000",0
Ashang Kasar,OUTER MANIPUR,North East India Development Party,0,Post Graduate,"1,35,63,720",0
Asharam Ratnakar,JANJGIR CHAMPA,IND,0,Graduate,"10,24,000","50,000"
Asharani V,MYSORE,Uttama Prajaakeeya Party,0,12th Pass,"4,25,94,246","32,00,000"
Ashitava Dutta,SILCHAR,IND,0,Post Graduate,"4,60,000","2,02,952"
Ashok,MUZAFFARNAGAR,IND,0,12th Pass,"1,10,30,000","18,57,000"
Ashok Bhagoji Thorat,BEED,Hum Bhartiya Party,0,8th Pass,"6,50,000",0
Ashok Chakravarthi M.B,KOLAR,Ambedkar Samaj Party,0,10th Pass,"3,50,000",0
Ashok Gajapathi Raju Pusapati,VIZIANAGARAM,TDP,0,12th Pass,"18,35,34,582",0
Ashok Kumar,ETAH,IND,2,Graduate,"1,27,20,000",0
Ashok Kumar Adhana,GAUTAM BUDDHA NAGAR,IND,0,10th Pass,"44,00,000","42,735"
Ashok Kumar Pandey,ALIGARH,IND,2,Post Graduate,"10,92,000",0
Ashok Kumar Sah,PURNIA,IND,2,10th Pass,"61,11,400",0
Ashok Kumar Singh,PURNIA,IND,0,8th Pass,"56,36,784",0
"Ashok Kumar, R",NILGIRIS,BSP,0,10th Pass,"18,26,000",0
Ashok Mahadevrao Nete,GADCHIROLI CHIMUR,BJP,0,12th Pass,"5,01,36,369","1,56,82,840"
Ashok Pradhan,CUTTACK,IND,0,5th Pass,"21,51,160","40,000"
Ashok Shankarrao Chavan,NANDED,IND,0,8th Pass,"13,04,000","2,00,000"
Ashok Sharma,GHAZIABAD,Subhashwadi Bhartiya Samajwadi Party,0,Post Graduate,"1,17,21,492",0
Ashok Soni,MAHASAMUND,Ambedkarite Party of India,0,8th Pass,"1,00,000",0
Ashok Vallabhbhai Pate,SURAT,INC,0,8th Pass,"1,90,12,482","31,25,964"
Ashokrao Shankarrao Chavan,NANDED,INC,3,Post Graduate,"50,00,37,964","4,85,25,290"
Ashutosh Bhattacharjee,SILCHAR,IND,0,10th Pass,"3,97,019","8,00,000"
Ashutosh Kumar Hanuman,SAMBALPUR,Bharat Prabhat Party,0,Post Graduate,"50,690",0
Ashutosh Shashikant Kamble,BELGAUM,IND,0,10th Pass,"30,129",0
Ashwathnarayangowda,BANGALORE RURAL,BJP,2,10th Pass,"29,35,35,096",0
Asim Ali,NAGPUR,Minorities Democratic Party,1,10th Pass,"1,62,000","2,000"
Aslam Badshahaji Sayyad,HATKANANGLE,Vanchit Bahujan Aaghadi,0,5th Pass,"2,32,11,678","37,82,280"
Asli Ganesh,NIZAMABAD,IND,0,12th Pass,"7,62,000",0
Aswathi Rajappan,ERNAKULAM,IND,0,Graduate,"2,026",0
Atal Shrivastav,BILASPUR,INC,4,Graduate Professional,"15,82,33,341","1,13,86,394"
Atar Singh,ETAH,Rashtriya Shoshit Samaj Party,0,Post Graduate,"78,91,600","4,45,000"
Atma Ram Supkar,SAMBALPUR,Pragatisheel Samaj Party,0,10th Pass,"3,93,40,660",0
Attingal Ajith Kumar,ATTINGAL,IND,0,10th Pass,"50,800",0
Atul Kumar,BADAUN,IND,0,Graduate,"1,83,30,769","10,38,000"
Atulbhai Nanubhai Kathiriya,AHMEDABAD EAST,IND,0,Graduate,"28,95,740","33,199"
Autade Vilas Keshavrao	,JALNA,INC,3,12th Pass,"27,82,37,603","1,56,78,811"
Avijit Khamaru,JANGIPUR,IND,0,10th Pass,"22,70,200",0
Avinash Kumar,AURANGABAD,Peoples Party of India (Democratic),0,Post Graduate,"37,17,856",0
Avinash Vasant Patil,RAIGAD,IND,0,5th Pass,"4,000",0
Avishek Ekka,BILASPUR,IND,0,Post Graduate,"4,90,000",0
Avutapalli Rambabu,KHAMMAM,IND,0,10th Pass,"74,950",0
Aware Siddheshwar Bharat,MADHA,IND,3,12th Pass,"8,86,370",0
Ayan Mandal,ANDAMAN AND NICOBAR ISLANDS,AITC,0,Graduate,"72,70,440","15,00,000"
Ayileni Vikram Reddy,NIZAMABAD,IND,0,Post Graduate,"65,000","1,30,000"
Ayodhi L,SRIPERUMBUDUR,IND,0,Doctorate,"1,78,34,671","22,00,000"
Ayub Khan,MYSORE,Indian New Congress Party,1,8th Pass,"6,04,50,000",0
Ayubakhan A Pathan,HAVERI,BSP,0,Graduate Professional,"65,29,968","26,65,862"
Ayyappan M,TIRUVANNAMALAI,IND,0,Post Graduate,"22,02,000",0
Azgor Ali,NAWGONG,Purvanchal Janta Party (Secular),0,10th Pass,"9,50,000",0
Azimuddin,KISHANGANJ,IND,0,12th Pass,"3,83,500",0
B N Chandrappa,CHITRADURGA,INC,0,Post Graduate,"4,82,22,730",0
B Ramesh,TIRUPATI,Viduthalai Chiruthaigal Katchi,0,Graduate Professional,"21,24,951","3,98,000"
B V Tippeswamy Goshale,DAVANAGERE,IND,0,8th Pass,"3,85,000",0
B Yosef,NAGARKURNOOL,BSP,0,10th Pass,"7,75,000",0
B. Eshwarappa,BELLARY,SHS,1,8th Pass,"3,04,000","13,50,000"
B. G. Sangannavar,DHARWAD,IND,0,Graduate,"22,68,600",0
B. Gopal,BANGALORE RURAL,IND,0,8th Pass,"8,50,000","4,89,650"
B. Janardhan Reddy	,CHEVELLA,BJP,0,Others,"1,19,73,13,405","6,68,70,634"
B. Jaya Venu Gopal,VISAKHAPATNAM,Pyramid Party of India,0,12th Pass,"95,000",0
B. Krishna Prasad,BANGALORE CENTRAL,"Proutist Bloc, India",0,12th Pass,"81,10,000","5,50,000"
B. Krishnaraja,RAMANATHAPURAM,IND,0,Others,"1,65,000",0
B. Raghu,BELLARY,Pyramid Party of India,0,12th Pass,"2,02,855",0
B. S. Mallikarjunaiah,TUMKUR,IND,1,Others,"1,53,51,735","15,00,000"
B. Shiva Kumar,KURNOOL,IND,0,10th Pass,"52,37,200","6,27,000"
B. Srinivas,NIZAMABAD,IND,0,10th Pass,"99,33,775","2,00,000"
B. V Naik,RAICHUR,INC,1,Graduate Professional,"10,11,29,729","57,03,400"
B. Venkana Gouda Nayaka,RAICHUR,BSP,0,Graduate Professional,"17,06,000",0
B.B.Patil,ZAHIRABAD,TRS,18,Graduate,"1,28,78,51,556","1,15,35,000"
B.C. Ramanatha Reddy,NANDYAL,IND,1,Graduate,"2,64,18,457","23,29,020"
B.Chikka Nagesha,BANGALORE SOUTH,IND,0,10th Pass,"7,39,626",0
B.Govindan,KRISHNAGIRI,IND,0,10th Pass,"21,91,000",0
B.K.Hariprasad,BANGALORE SOUTH,INC,0,Graduate,"15,08,01,799","3,44,00,000"
B.N.Bache Gowda,CHIKKBALLAPUR,BJP,0,Graduate Professional,"1,15,35,01,141",0
B.Raji,CHENNAI SOUTH,IND,0,Graduate Professional,"30,200",0
B.Sreenivasulu,BANGALORE SOUTH,IND,0,Post Graduate,"20,11,625",0
B.Y.Raghavendra,SHIMOGA,BJP,2,Graduate,"67,40,93,851","1,41,50,647"
Baaki Renuka,NAGARKURNOOL,National Womens Party,0,10th Pass,"7,00,000",0
Baalu.T.R.,SRIPERUMBUDUR,DMK,0,Graduate,"20,88,06,446",0
Babloo Ram,BIJNOR,Bharatiya Sarvodaya Kranti Party,0,10th Pass,"11,70,000",0
Bablu Gupta,JHANJHARPUR,IND,1,10th Pass,"20,53,000",0
Babu B,TIRUVANNAMALAI,BSP,0,Graduate Professional,"1,10,000",0
Babu G,KARUR,IND,0,Graduate Professional,"50,000",0
Babu Lal,AGRA,IND,0,Graduate,"50,15,863",0
Babu Mani,WAYANAD,SDPI,1,10th Pass,"19,24,402","5,77,000"
Babu T V,ALATHUR,Bharath Dharma Jana Sena,4,10th Pass,"12,61,055","6,85,000"
Babubhai Talaviya,VALSAD,Bahujan Mukti Party,0,Graduate Professional,"7,95,782",0
Babulal Amarshi Vaghela,KACHCHH,IND,0,Illiterate,"30,000",0
Baby K. A.,IDUKKI,IND,0,10th Pass,"25,000",0
Bachi Singh,HARIDWAR,IND,0,8th Pass,"40,000",0
"Backiyaraj, K.",VIRUDHUNAGAR,IND,0,5th Pass,"2,93,000",0
Badaroddin Mohammadyusuf Kamdod,BELGAUM,BSP,0,Graduate,"1,80,12,500",0
Badaruddoza Khan,MURSHIDABAD,CPI(M),0,Graduate,"48,93,387","42,492"
Baddam Ashok,NIZAMABAD,IND,0,10th Pass,"10,500","1,10,000"
Baddam Balaraju,NIZAMABAD,IND,0,10th Pass,"2,25,40,100","13,18,875"
Baddam Devendar,NIZAMABAD,IND,0,10th Pass,"50,500","1,00,000"
Baddam Indrasena Reddy,NIZAMABAD,IND,0,10th Pass,"33,07,500","4,65,000"
Baddam Srinivasa Reddy,NIZAMABAD,IND,0,Graduate Professional,"20,05,198","2,00,000"
Badri Nath,JAMMU,BSP,0,10th Pass,"3,60,10,000",0
Badruddin Ajmal,DHUBRI,AIUDF,7,Post Graduate,"78,80,64,044","1,01,59,381"
Badrul Islam Barbhuiya,SILCHAR,AIFB,0,Graduate,"26,36,943",0
Bagavathikesan T,TIRUNELVELI,IND,0,Post Graduate,"24,67,000","3,080"
Bagda Himmatbhai Danjibhai,AMRELI,IND,2,Graduate Professional,"97,01,209",0
Bahadur,JAMMU,IND,0,10th Pass,"44,66,781","45,00,000"
Baidu Ram Kashyap,BASTAR,BJP,2,10th Pass,"1,60,73,844","1,41,005"
Baidya Shekhu Ram Verma,RAJNANDGAON,Ambedkarite Party of India,0,Post Graduate,"64,80,674","8,20,000"
Bajarang Manohar Sonwane,BEED,NCP,1,Graduate,"16,07,76,182","84,88,691"
Bajirao Sadashiv Naik,KOLHAPUR,IND,2,12th Pass,"5,70,000","3,00,000"
Bajrang Digambar Sonwane,BEED,IND,0,Literate,"12,08,541","13,500"
Bakkashetti Ganagdhar,NIZAMABAD,IND,0,Illiterate,"1,01,50,000","9,80,000"
Bala Kalyan Panja,PEDDAPALLE,BSP,0,Graduate Professional,"7,65,220",0
"Bala Murugan, P.",THOOTHUKKUDI,IND,0,Graduate,"13,90,500","3,02,314"
Balabhadra Majhi,NABARANGPUR,BJP,0,Graduate,"8,74,71,475","26,21,246"
"Balachandar, N.",VIRUDHUNAGAR,IND,0,8th Pass,"2,80,000",0
Balachandran T,MADURAI,IND,0,Graduate,"14,82,174","1,65,000"
Balaji Dyamanna Waddar,BIJAPUR,IND,1,10th Pass,"2,11,500","1,25,000"
Balaji G,POLLACHI,IND,0,Post Graduate,"87,923",0
Balakishna Nalla,NIZAMABAD,IND,0,5th Pass,"50,81,638","6,50,000"
Balakrishna Arjun Patil,UTTARA KANNADA,IND,0,Post Graduate,"22,00,858","37,500"
Balakrishnan,PALAKKAD,IND,0,10th Pass,"5,72,978","91,978"
Balamani Buru,MALKAJGIRI,India Praja Bandhu Party,0,Graduate,"2,10,000",0
Balamurugan. S,TIRUCHIRAPPALLI,BSP,0,Graduate Professional,"40,66,500","17,10,000"
Balaram Naik Porika	,MAHABUBABAD,INC,1,10th Pass,"4,35,70,110","3,36,00,000"
Balasaheb Misal Patil,PUNE,Bahujan Mukti Party,0,Graduate,"19,25,349","80,000"
Balashowry Vallabhaneni,MACHILIPATNAM,YSRCP,2,Post Graduate,"99,05,75,840","74,63,10,844"
Balasubramanian. E,KANNIYAKUMARI,BSP,0,8th Pass,"1,26,000",0
Baldau Prasad Sahu,BILASPUR,IND,0,Graduate,"11,97,650",0
Balije Laxmirajam,NIZAMABAD,IND,0,5th Pass,"16,37,500","1,25,000"
Baliram Bhagwan Siraskar,BULDHANA,Vanchit Bahujan Aaghadi,2,8th Pass,"4,38,55,736","17,30,992"
Balli Durgaprasad Rao,TIRUPATI,YSRCP,0,Graduate Professional,"1,74,26,921",0
Balmiki Paswan,JAMUI,Hindusthan Nirman Dal,0,Graduate,"1,27,04,335","1,600"
Balsingh Daravath,MAHABUBABAD,Bhartiya Anarakshit Party,0,Post Graduate,"1,06,000",0
Balu Nayak Bhukya,MAHABUBABAD,IND,0,Post Graduate,"27,50,000","10,25,000"
Balwan Singh,JAMMU,IND,0,8th Pass,"55,35,000",0
Banala Laxma Reddy,ZAHIRABAD,BJP,3,12th Pass,"5,85,77,327","52,50,000"
Banamali Majhi,KORAPUT,Ambedkarite Party of India,0,Post Graduate,"1,70,000",0
Bandan Kumar Singh,KHAGARIA,IND,0,10th Pass,"6,03,000",0
Bandaru Nagaraju,NALGONDA,IND,0,Post Graduate,"2,26,000",0
Bandaru Rajeswara Rao,RAJAHMUNDRY,Jana Jagruti Party,0,5th Pass,"2,05,700",0
Bandela Venkatarajam,NIZAMABAD,IND,0,Illiterate,"20,50,000","6,00,000"
Bandey Mili,ARUNACHAL EAST,JD(S),0,12th Pass,"1,27,20,974",0
Bandi Sanjay Kumar,KARIMNAGAR,BJP,6,Post Graduate,"22,70,000","13,41,800"
Bandimath Sharanayya,KOPPAL,Uttama Prajaakeeya Party,0,8th Pass,"63,000",0
Bandreddi Ramakrishna,MACHILIPATNAM,Janasena Party,0,Post Graduate,"10,08,00,000","3,76,00,000"
Bandu Ramchandra Meshram,RAMTEK,CPI(ML) Red Star,0,12th Pass,"6,62,639",0
Bangaru Krishna,MEDAK,IND,0,12th Pass,"51,000",0
Banmali Chhura,RAIPUR,Bharatiya Bahujan Party,0,12th Pass,"2,28,300","55,500"
Banoth Laxma Naik,KHAMMAM,IND,0,12th Pass,"2,00,000",0
Banshi Singh,BULANDSHAHR,INC,3,10th Pass,"1,33,24,200","3,60,000"
Bansi Lal,UDHAMPUR,IND,0,8th Pass,"1,12,58,700","4,50,000"
Bapu Rao Soyam,ADILABAD,BJP,52,12th Pass,"30,99,414","2,31,450"
Baraiya Rameshbhai Parsottambhai,SURAT,IND,0,5th Pass,"1,53,20,000",0
Baratharaj. S,TENKASI,IND,0,Graduate,"12,73,750",0
Barhm Dev Jha,TEHRI GARHWAL,IND,0,Post Graduate,"2,45,31,259",0
Barkath Ali,DAVANAGERE,IND,0,12th Pass,"13,38,417",0
Barla Srinivas,WARANGAL,IND,0,Post Graduate,"15,000",0
Barot Kuldipkumar Bharatkumar,MAHESANA,Yuva Jan Jagriti Party,0,Graduate,"14,65,000","8,50,000"
Basanagouda Ramanagouda Meti,BAGALKOT,Secular Democratic Congress,0,10th Pass,"1,07,75,000","7,87,000"
Basanta Kumar Panda,KALAHANDI,BJP,3,12th Pass,"95,47,000",0
Basavaraj. S. Desai,HAVERI,IND,0,10th Pass,"12,12,859","4,88,988"
Basil Ekka,SUNDARGARH,AAP,0,10th Pass,"11,93,388","10,00,000"
Baskar B,NAMAKKAL,Naam Tamilar Katchi,0,Doctorate,"1,99,18,500","13,78,00,000"
Baskaran.S,PUDUCHERRY,Puducherry Development Party,0,Post Graduate,"55,82,500","22,00,000"
Basukinath Sah,KATIHAR,Bharatiya Bahujan Congress,0,5th Pass,"4,000",0
Baswaiah Madiga,CHEVELLA,Prajaa Swaraaj Party,0,10th Pass,"24,75,117","12,42,117"
Bathnathe Shankar,NIZAMABAD,Janasena Party,0,12th Pass,"80,00,000",0
Bathula Ravi,SECUNDERABAD,IND,0,12th Pass,"75,000",0
Bathvar Nanji Amarshi,JAMNAGAR,IND,0,Literate,"3,10,000",0
Baxi Mrudul Ashwinkumar,JAMNAGAR,IND,0,Post Graduate,"1,18,500",0
Beeda Masthan Rao,NELLORE,TDP,0,Graduate,"1,65,43,92,880","68,09,73,688"
Beeramganti Venkat Ramesh Naidu,HYDERABAD,IND,0,Illiterate,"30,71,000",0
Bejjenki Linga Reddy,NIZAMABAD,IND,0,Illiterate,"6,60,000","2,00,000"
Bellamkonda Saibabu,ONGOLE,Janasena Party,0,Graduate Professional,"1,38,66,784","24,72,903"
Bellana Chandra Sekhar,VIZIANAGARAM,YSRCP,4,Graduate Professional,"2,10,35,766","1,11,30,148"
Benjamin Raju,ZAHIRABAD,IND,0,Post Graduate,"75,58,960","30,00,000"
Bennala Julee,CHEVELLA,National Women,0,12th Pass,"50,000",0
Benny Behanan,CHALAKUDY,INC,4,Graduate,"2,04,61,931","9,15,938"
Betha Vivekananda Maharaj,SRIKAKULAM,IND,0,Graduate,"1,33,000",0
Bhaben Baruah,DIBRUGARH,NPP,1,12th Pass,"1,73,39,652",0
Bhabhor Dhulabhai Ditabhai,DAHOD,BSP,0,10th Pass,"71,845",0
Bhadreswar Barman,BARPETA,National Republican Congress,0,10th Pass,"80,300",0
Bhagavanth Rao Pawar,HYDERABAD,BJP,3,Graduate Professional,"86,26,993","4,839"
Bhagawant Sadanand Kamat,NORTH GOA,IND,0,Graduate Professional,"2,33,51,423","4,40,000"
Bhagirath Chandra Roy,JALPAIGURI,CPI(M),0,Post Graduate,"3,08,18,307",0
Bhagwanth Khuba,BIDAR,BJP,1,Graduate Professional,"5,18,36,416","1,02,39,000"
Bhagwat Prasad,GARHWAL,IND,0,10th Pass,"10,38,000",0
Bhagwat Saran Gangwar,BAREILLY,SP,2,12th Pass,"3,18,57,876",0
Bhagya.S,BANGALORE SOUTH,IND,0,Others,"8,77,80,000","78,78,679"
Bhailalbhai Pandav,KHEDA,BSP,0,10th Pass,"6,50,000",0
Bhakta Charan Das,KALAHANDI,INC,3,Graduate Professional,"1,61,54,671","80,44,387"
Bhakta Sekhar Ray,BHUBANESWAR,Kalinga Sena,1,10th Pass,"44,06,894","1,94,439"
Bhaktraj Raghunath Thigale,SANGLI,IND,0,8th Pass,"68,49,600","37,00,000"
Bhanderi Amarshibhai Chhaganbhai,JAMNAGAR,IND,0,8th Pass,"11,27,34,000","9,24,75,000"
Bhanjibhai Shekhava,SURENDRANAGAR,IND,0,8th Pass,"16,70,000","60,000"
Bhanpal Singh,HARIDWAR,Bahujan Mukti Party,0,Post Graduate,"2,12,40,576",0
Bhanu Laxman Pabba,KARIMNAGAR,IND,0,12th Pass,"4,94,297",0
Bhanubhai Odedra,PORBANDAR,IND,0,Graduate Professional,"21,77,555","8,20,000"
Bharat Basnet,SIKKIM,INC,0,10th Pass,"4,16,50,325",0
Bharat Dong,DARJEELING,Gorkha Rashtriya Congress,1,8th Pass,"1,65,57,950",0
Bharat Mathukumilli,VISAKHAPATNAM,TDP,0,Post Graduate,"2,32,53,73,550","95,91,144"
Bharat Ramjibhai Dagara,JAMNAGAR,IND,0,8th Pass,"1,20,400",0
Bharat Singh,ETAH,Rashtriya Kranti Party,1,Graduate,"15,50,000","1,90,000"
Bharatbhai Chhotabhai Solanki,ANAND,IND,0,12th Pass,"3,51,827","2,15,000"
Bharatbhai Madhavsinh Solanki,ANAND,INC,0,Graduate Professional,"5,44,90,955","19,34,855"
Bharatesh,MEDAK,SUCI(C),0,Post Graduate,"42,300",0
Bhargav Joshi,PORBANDAR,Gujarat Janta Panchayat Party,0,8th Pass,"12,98,006","3,61,000"
Bharkhani Karabhai Jivabhai,JAMNAGAR,IND,0,Illiterate,"91,000",0
Bhartruhari Mahtab,CUTTACK,BJD,0,Post Graduate,"10,68,94,976",0
Bharvad Saileshkumar Kalidas,AHMEDABAD EAST,IND,2,8th Pass,"35,90,000","18,00,000"
Bhaskar Fakira Patole,AHMEDNAGAR,IND,0,10th Pass,"2,90,540",0
Bhaskar Mutuka,KORAPUT,BSP,0,Graduate Professional,"3,16,000",0
Bhaskar Naik Bhukya.,MAHABUBABAD,Janasena Party,0,Graduate,"1,30,70,000","16,00,000"
Bhathaniya Faridbhai Amijibhai,SURENDRANAGAR,IND,0,5th Pass,"5,75,000","2,50,000"
Bhatt Ashishkumar Manojkumar,ANAND,Akhil Bharatiya Jan Sangh,0,12th Pass,"21,07,881","1,04,000"
Bhatt Sunilkumar Narendrabhai,ANAND,Right to Recall Party,0,Post Graduate,"25,05,720",0
Bhatt Sunilkumar Narendrabhai,AHMEDABAD EAST,Right to Recall Party,0,Post Graduate,"25,05,720",0
Bhavana Pundlikrao Gawali,YAVATMAL WASHIM,SHS,3,Graduate,"9,68,73,189","73,96,250"
Bhavanbhai Devjibhai Vora,SURENDRANAGAR,IND,0,Graduate,"8,82,000",0
Bheem Rao,ADILABAD,Ambedkarite Party of India,0,5th Pass,"2,74,000",0
Bheemanaboina Ramesh,BHONGIR,IND,0,10th Pass,"1,10,000",0
Bhikhlabhai Vansabhai Khulat,DADRA AND NAGAR HAVELI,Bhartiya Tribal Party,1,10th Pass,0,0
Bhikuram Kashiram Palkar,RATNAGIRI SINDHUDURG,Bahujan Mukti Party,0,Graduate,"53,64,820","5,80,000"
Bhim Kumar Gupta,SUPAUL,Jammu & Kashmir National Panthers Party,0,12th Pass,"52,000",0
